iniNr,id,Tipo,iniTipo,iniDescTipo,iniLeg,iniSel,dataInicioleg,dataFimleg,iniTitulo,iniTextoSubst,iniLinkTexto,iniciativasOriginadas,iniEventos,iniAutorDeputados,iniAutorOutros,iniId,iniAutorGruposParlamentares,fase,iniAutorOutros_sigla,iniAutorOutros_nome,autor,idComissao,nomeComissao,competenteComissao,resultado,descricao,reuniao,tipoReuniao,PS,PSD,BE,PCP,CDS-PP,PAN,PEV,CH,Cristina Rodrigues (Ninsc),Joacine Katar Moreira (Ninsc),IL,data,iniAnexos,unanime,iniTextoSubstCampo,iniObs,L,publicacao,ausencias,peticoes,iniciativasOrigem,ano,leg
396,90834,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Reforça a transparência nos contratos de adesão (Altera o Decreto-Lei n.º 446/85, de 25 de outubro)",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d544e6a4e4759324d474d745a444d304d433030595441314c5745334e574d745954646b597a4a6d4e444e6c4e6a51324c6d527659773d3d&fich=13c4f60c-d340-4a05-a75c-a7dc2f43e646.doc&Inline=true,,"
      ","
      ","
      ",44903,PEV,Votação final global,G,Grupos Parlamentares,PEV,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Aprovado,"Texto Final apresentado pela Comissão de Economia, Inovação, Obras Públicas e Habitação relativo aos Projetos de Lei n.ºs 396/XIV/1.ª (PEV); e 532/XIV/2.ª (BE)",61,RP,Abstenção,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-04-29,"
      ",,,,,,,,,2021,l14
661,90821,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Pela salvaguarda da autonomia da Escola Superior de Gestão de Idanha-a-Nova,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a4759324e7a55304d3255744e7a5a6d5a6930304f5441324c546b794e6d55744d6a466b5a4463354e7a557859574a694c6d527659773d3d&fich=df67543e-76ff-4906-926e-21dd79751abb.doc&Inline=true,,"
      ","
      ","
      ",45284,PCP,Votação final global,G,Grupos Parlamentares,PCP,7404,"Comissão de Educação, Ciência, Juventude e Desporto",S,Aprovado,"Texto Final apresentado pela Comissão de Educação, Ciência, Juventude e Desporto relativo aos Projetos de Resolução n.ºs 651/XIV/2.ª (BE); 661/XIV/2.ª (PCP); 662/XIV/2.ª (CDS-PP); 683/XIV/2.ª (PSD);  e 730/XIV/2.ª (PS) ",61,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-04-29,,,,,,,,"
      ",,2021,l14
713,90824,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,"Autonomia administrativa, pedagógica e científica da Escola Superior de Gestão de Idanha-a-Nova",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d5756684d7a67784f5751744e7a45324f4330304f544a6a4c5745794e4755744d7a6b7a597a5933596a41774d4449344c6d527659773d3d&fich=1ea3819d-7168-492c-a24e-393c67b00028.doc&Inline=true,,"
      ","
      ","
      ",45390,PEV,Votação final global,G,Grupos Parlamentares,PEV,7404,"Comissão de Educação, Ciência, Juventude e Desporto",S,Aprovado,"Texto Final apresentado pela Comissão de Educação, Ciência, Juventude e Desporto relativo aos Projetos de Resolução n.ºs 651/XIV/2.ª (BE); 661/XIV/2.ª (PCP); 662/XIV/2.ª (CDS-PP); 683/XIV/2.ª (PSD);  e 730/XIV/2.ª (PS) ",61,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-04-29,,,,,,,,"
      ",,2021,l14
662,90822,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Recomenda ao Governo que encontre uma solução para a Escola Superior de Gestão de Idanha-a-Nova social e territorialmente justa para o concelho,SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576595745355a4459344d324d745a6d59774d5330304e3251344c57497a5a5749744d6a466c5a54526c595441354e474d314c6d52765933673d&fich=aa9d683c-ff01-47d8-b3eb-21ee4ea094c5.docx&Inline=true,,"
      ","
      ","
      ",45285,CDS-PP,Votação final global,G,Grupos Parlamentares,CDS-PP,7404,"Comissão de Educação, Ciência, Juventude e Desporto",S,Aprovado,"Texto Final apresentado pela Comissão de Educação, Ciência, Juventude e Desporto relativo aos Projetos de Resolução n.ºs 651/XIV/2.ª (BE); 661/XIV/2.ª (PCP); 662/XIV/2.ª (CDS-PP); 683/XIV/2.ª (PSD);  e 730/XIV/2.ª (PS) ",61,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-04-29,,,Texto substituido a pedido do autor em 2021-01-06,,,,,"
      ",,2021,l14
651,90820,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Pela autonomia da Escola Superior de Gestão de Idanha-a-Nova,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576596a4d344d544a6c4d444974597a67354f4330305a5441334c574669595463744e7a677a5a575a6a4e6a6b794e7a51354c6d52765933673d&fich=b3812e02-c898-4e07-aba7-783efc692749.docx&Inline=true,,"
      ","
      ","
      ",45273,BE,Votação final global,G,Grupos Parlamentares,BE,7404,"Comissão de Educação, Ciência, Juventude e Desporto",S,Aprovado,"Texto Final apresentado pela Comissão de Educação, Ciência, Juventude e Desporto relativo aos Projetos de Resolução n.ºs 651/XIV/2.ª (BE); 661/XIV/2.ª (PCP); 662/XIV/2.ª (CDS-PP); 683/XIV/2.ª (PSD);  e 730/XIV/2.ª (PS) ",61,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-04-29,,,,,,,,"
      ",,2021,l14
1025,90839,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,"Recomenda ao Governo medidas que valorizem os Ecossistemas marinhos nos instrumentos de política nacional, comunitária e nos acordos internacionais ",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a51354e324d315a444d744e44686a5a6930304e54646c4c5467354e6d59744d32566d4d6d59314f54526c4e6a646b4c6d527659773d3d&fich=7497c5d3-48cf-457e-896f-3ef2f594e67d.doc&Inline=true,,"
      ","
      ","
      ",110396,PSD,Votação Deliberação,G,Grupos Parlamentares,PSD,7464,"Comissão de Ambiente, Energia e Ordenamento do Território",S,Aprovado,,61,RP,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-04-29,,,,,,,,,,2021,l14
730,90825,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Recomenda ao governo que promova uma solução que salvaguarde o projeto educativo da Escola Superior de Gestão da Idanha-a-Nova e do Instituto Politécnico de Castelo Branco,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f5446694d6d5a685a4441744e574e684f5330305a446b304c546c685a4755744e6d4932596a5a6a5a6a6b785932526c4c6d527659773d3d&fich=91b2fad0-5ca9-4d94-9ade-6b6b6cf91cde.doc&Inline=true,,"
      ","
      ","
      ",45412,PS,Votação final global,G,Grupos Parlamentares,PS,7404,"Comissão de Educação, Ciência, Juventude e Desporto",S,Aprovado,"Texto Final apresentado pela Comissão de Educação, Ciência, Juventude e Desporto relativo aos Projetos de Resolução n.ºs 651/XIV/2.ª (BE); 661/XIV/2.ª (PCP); 662/XIV/2.ª (CDS-PP); 683/XIV/2.ª (PSD);  e 730/XIV/2.ª (PS) ",61,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-04-29,,,,,,,,"
      ",,2021,l14
752,90829,I,J,Projeto de Lei,XIV,2,2020-09-15,2021-09-14,"Altera o Decreto-Lei n.º 22-D/2021, de 22 de Março, possibilitando a realização de exame de melhoria de nota interna no ensino secundário ",SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a575268595441774f4445744e474530595330304d7a56694c546b784e6d55744e7a41795a6a686d4e546b7a4f44497a4c6d527659773d3d&fich=edaa0081-4a4a-435b-916e-702f8f593823.doc&Inline=true,,"
      ","
      ","
      ",110561,PAN,Votação final global,G,Grupos Parlamentares,PAN,7404,"Comissão de Educação, Ciência, Juventude e Desporto",S,Aprovado,"Texto Final apresentado pela Comissão de Educação, Ciência, Juventude e Desporto relativo aos Projetos de Lei n.ºs 752/XIV/2.ª (PAN); 760/XIV/2.ª (PSD); e 769/XIV/2.ª (CDS-PP)",61,RP,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-04-29,"
      ",,Substituição de texto de iniciativa em 2021-04-13.,,,,,,,2021,l14
850,90877,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Promoção da saúde mental em contexto covid-19,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a47557a59574a694e546b745a474e6a4d5330305a44457a4c5749794d6d55744d47566d5a4451344f545a6a5a5456684c6d52765933673d&fich=de3abb59-dcc1-4d13-b22e-0efd4896ce5a.docx&Inline=true,,"
      ","
      ","
      ",45620,PCP,Votação final global,G,Grupos Parlamentares,PCP,7424,Comissão de Saúde,N,Aprovado,Texto Final apresentado pela Comissão de Saúde relativo aos Projetos de Resolução n.ºs 850/XIV/2.ª (PCP); 861/XIV/2.ª (CDS-PP); 869/XIV/2.ª (BE); 879/XIV/2.ª (NiJKM) ; 880/XIV/2.ª (IL) ; 963/XIV/2.ª (PSD); 964/XIV/2.ª (NiCR) e 969/XIV/2.ª (PAN) ,63,RP,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-05-06,,,,,,,,,,2021,l14
969,90884,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Recomenda ao Governo o reforço das estratégias para a prevenção e reforço das respostas aos impactos na saúde mental,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e44566c4f544177596a51744d6a646a4e4330304f5441344c5749774e6d5574595755354e32526d5a4451304e6d51784c6d527659773d3d&fich=45e900b4-27c4-4908-b06e-ae97dfd446d1.doc&Inline=true,,"
      ","
      ","
      ",110306,PAN,Votação final global,G,Grupos Parlamentares,PAN,7424,Comissão de Saúde,N,Aprovado,Texto Final apresentado pela Comissão de Saúde relativo aos Projetos de Resolução n.ºs 850/XIV/2.ª (PCP); 861/XIV/2.ª (CDS-PP); 869/XIV/2.ª (BE); 879/XIV/2.ª (NiJKM) ; 880/XIV/2.ª (IL) ; 963/XIV/2.ª (PSD); 964/XIV/2.ª (NiCR) e 969/XIV/2.ª (PAN) ,63,RP,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-05-06,,,,,,,,,,2021,l14
81,90867,I,P,Proposta de Lei,XIV,2,2020-09-15,2021-09-14,Autoriza o Governo a estabelecer o Sistema de Gestão Integrada de Fogos Rurais no território continental e define as suas regras de funcionamento,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d7a51785a44526b593245744d4445305a5330304e5445334c5745794d546b745a444d304e7a45784f57466b4e5745774c6d52765933673d&fich=341d4dca-014e-4517-a219-d347119ad5a0.docx&Inline=true,,"
      ",,"
      ",110599,,Votação final global,V,Governo,Governo,7384,Comissão de Agricultura e Mar,S,Aprovado,,63,RP,A Favor,Abstenção,Contra,Contra,Contra,Abstenção,Contra,Contra,Abstenção,Abstenção,Abstenção,2021-05-06,"
      ",,,,,,,,,2021,l14
1230,90853,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Deslocação do Presidente da República a Cabo Verde e à Guiné-Bissau,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f4749784e444d314e4745745a4759795a693030596a45324c5749344e7a51744e5445794d324d774e7a51354f57526a4c6d527659773d3d&fich=8b14354a-df2f-4b16-b874-5123c07499dc.doc&Inline=true,,"
      ",,"
      ",110726,,Votação Deliberação,R,PAR,PAR,7284,Comissão de Negócios Estrangeiros e Comunidades Portuguesas,S,Aprovado,,63,RP,A Favor,A Favor,A Favor,A Favor,A Favor,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,2021-05-06,"
      ",,,,,,,,,2021,l14
1056,90872,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Recomenda ao Governo que proceda à revisão dos conteúdos da educação sexual nas escolas garantindo a promoção da igualdade de género,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a59774d444d334d5751744f4445314f4330304f546b794c5745354f5759744f545a6b4d574e694f445977596d466b4c6d527659773d3d&fich=7600371d-8158-4992-a99f-96d1cb860bad.doc&Inline=true,,"
      ",Cristina Rodrigues (Ninsc),"
      ",110438,,Votação Deliberação,D,Deputados,Cristina Rodrigues (Ninsc),7404,"Comissão de Educação, Ciência, Juventude e Desporto",S,Aprovado,,63,RP,Abstenção,A Favor,A Favor,A Favor,Contra,A Favor,A Favor,Contra,A Favor,A Favor,Abstenção,2021-05-06,,,,,,,,,,2021,l14
963,90882,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Por um compromisso com a Saúde Mental das Novas Gerações,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f5451355a4455314d6d5574597a6b334e5330304e54526b4c546b314e6d51745a47466a595451344f544a684d4441324c6d527659773d3d&fich=949d552e-c975-454d-956d-daca4892a006.doc&Inline=true,,"
      ","
      ","
      ",110299,PSD,Votação final global,G,Grupos Parlamentares,PSD,7424,Comissão de Saúde,N,Aprovado,Texto Final apresentado pela Comissão de Saúde relativo aos Projetos de Resolução n.ºs 850/XIV/2.ª (PCP); 861/XIV/2.ª (CDS-PP); 869/XIV/2.ª (BE); 879/XIV/2.ª (NiJKM) ; 880/XIV/2.ª (IL) ; 963/XIV/2.ª (PSD); 964/XIV/2.ª (NiCR) e 969/XIV/2.ª (PAN) ,63,RP,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-05-06,,,,,,,,,,2021,l14
81,90866,I,P,Proposta de Lei,XIV,2,2020-09-15,2021-09-14,Autoriza o Governo a estabelecer o Sistema de Gestão Integrada de Fogos Rurais no território continental e define as suas regras de funcionamento,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d7a51785a44526b593245744d4445305a5330304e5445334c5745794d546b745a444d304e7a45784f57466b4e5745774c6d52765933673d&fich=341d4dca-014e-4517-a219-d347119ad5a0.docx&Inline=true,,"
      ",,"
      ",110599,,Votação na especialidade,V,Governo,Governo,7384,Comissão de Agricultura e Mar,S,Aprovado,,63,RP,A Favor,Abstenção,Contra,Contra,Contra,Abstenção,Contra,Contra,Abstenção,Abstenção,Abstenção,2021-05-06,"
      ",,,,,,,,,2021,l14
1088,90873,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,"Por uma Educação para a Sexualidade e para os Afetos cujos conteúdos reforcem a promoção da Igualdade de Género nas Escolas, a luta contra a Violência de Género e os estereótipos e uma carga horária que reflita a sua importância educativa.",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d44686959544134596a59744d7a566d4d6930304f4751774c57466c4d6a67744e6a41304f4446694d4749324d4451784c6d527659773d3d&fich=08ba08b6-35f2-48d0-ae28-60481b0b6041.doc&Inline=true,,"
      ",Joacine Katar Moreira (Ninsc),"
      ",110484,,Votação na generalidade,D,Deputados,Joacine Katar Moreira (Ninsc),7404,"Comissão de Educação, Ciência, Juventude e Desporto",S,Rejeitado,,63,RP,Abstenção,Contra,A Favor,Abstenção,Contra,Abstenção,Abstenção,Contra,A Favor,A Favor,Abstenção,2021-05-06,,,,,,,,,,2021,l14
81,90865,I,P,Proposta de Lei,XIV,2,2020-09-15,2021-09-14,Autoriza o Governo a estabelecer o Sistema de Gestão Integrada de Fogos Rurais no território continental e define as suas regras de funcionamento,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d7a51785a44526b593245744d4445305a5330304e5445334c5745794d546b745a444d304e7a45784f57466b4e5745774c6d52765933673d&fich=341d4dca-014e-4517-a219-d347119ad5a0.docx&Inline=true,,"
      ",,"
      ",110599,,Votação na generalidade,V,Governo,Governo,7384,Comissão de Agricultura e Mar,S,Aprovado,,63,RP,A Favor,Abstenção,Contra,Contra,Contra,Abstenção,Contra,Contra,Abstenção,Abstenção,Abstenção,2021-05-06,"
      ",,,,,,,,,2021,l14
861,90878,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,"Recomenda ao Governo que desenvolva uma abordagem específica e urgente em matéria de Saúde Mental, no contexto da pandemia de COVID-19.",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6a55314d7a55324e5455745a5445774f5330304e5745794c57466b4d6d4574593259314d546c685a6d45794e6a4d7a4c6d527659773d3d&fich=f5535655-e109-45a2-ad2a-cf519afa2633.doc&Inline=true,,"
      ","
      ","
      ",45646,CDS-PP,Votação final global,G,Grupos Parlamentares,CDS-PP,7424,Comissão de Saúde,N,Aprovado,Texto Final apresentado pela Comissão de Saúde relativo aos Projetos de Resolução n.ºs 850/XIV/2.ª (PCP); 861/XIV/2.ª (CDS-PP); 869/XIV/2.ª (BE); 879/XIV/2.ª (NiJKM) ; 880/XIV/2.ª (IL) ; 963/XIV/2.ª (PSD); 964/XIV/2.ª (NiCR) e 969/XIV/2.ª (PAN) ,63,RP,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-05-06,,,,,,,,,,2021,l14
964,90883,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Pelo reforço das respostas do SNS na área da Saúde Mental ,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765954646b4e54566a5a545574597a5a6b597930304f474a694c574a6d5a574d744d4445354f444a684e5451315a57466d4c6d527659773d3d&fich=a7d55ce5-c6dc-48bb-bfec-01982a545eaf.doc&Inline=true,,"
      ",Cristina Rodrigues (Ninsc),"
      ",110300,,Votação final global,D,Deputados,Cristina Rodrigues (Ninsc),7424,Comissão de Saúde,N,Aprovado,Texto Final apresentado pela Comissão de Saúde relativo aos Projetos de Resolução n.ºs 850/XIV/2.ª (PCP); 861/XIV/2.ª (CDS-PP); 869/XIV/2.ª (BE); 879/XIV/2.ª (NiJKM) ; 880/XIV/2.ª (IL) ; 963/XIV/2.ª (PSD); 964/XIV/2.ª (NiCR) e 969/XIV/2.ª (PAN) ,63,RP,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-05-06,,,,,,,,,,2021,l14
1229,90874,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Recomenda ao Governo que promova a educação para a sexualidade nas escolas,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e54566b4d7a67304f4755745a574a6b4e53303059545a6b4c546c6c4d6a41744f4467334e4745314f4459355a6a67784c6d52765933673d&fich=55d3848e-ebd5-4a6d-9e20-8874a5869f81.docx&Inline=true,,"
      ","
      ","
      ",110723,BE,Votação na generalidade,G,Grupos Parlamentares,BE,7404,"Comissão de Educação, Ciência, Juventude e Desporto",S,Rejeitado,,63,RP,Abstenção,Abstenção,A Favor,A Favor,Contra,A Favor,A Favor,Contra,A Favor,A Favor,A Favor,2021-05-06,,,,,,,,,,2021,l14
1233,90875,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Pela efetiva implementação da Educação Sexual transversal e interdisciplinar em meio escolar,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576595455304f574d304e545174596d55305a433030595755794c5746685a4451744e4441324d6a526c4e47493559574d344c6d52765933673d&fich=a549c454-be4d-4ae2-aad4-40624e4b9ac8.docx&Inline=true,,"
      ","
      ","
      ",110733,PCP,Votação na generalidade,G,Grupos Parlamentares,PCP,7404,"Comissão de Educação, Ciência, Juventude e Desporto",S,Rejeitado,,63,RP,Abstenção,Abstenção,A Favor,A Favor,Contra,Abstenção,A Favor,Contra,A Favor,A Favor,Abstenção,2021-05-06,,,,,,,,,,2021,l14
879,90880,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Reforçar e Melhorar as Políticas de Saúde Mental em contexto de emergência sanitária,SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e3245344e6a6b324d546374596a55344e5330304d6a6b314c574a6d59545574596a68685a446b785a5759304d6a4e6b4c6d52765933673d&fich=7a869617-b585-4295-bfa5-b8ad91ef423d.docx&Inline=true,,"
      ",Joacine Katar Moreira (Ninsc),"
      ",45672,,Votação final global,D,Deputados,Joacine Katar Moreira (Ninsc),7424,Comissão de Saúde,N,Aprovado,Texto Final apresentado pela Comissão de Saúde relativo aos Projetos de Resolução n.ºs 850/XIV/2.ª (PCP); 861/XIV/2.ª (CDS-PP); 869/XIV/2.ª (BE); 879/XIV/2.ª (NiJKM) ; 880/XIV/2.ª (IL) ; 963/XIV/2.ª (PSD); 964/XIV/2.ª (NiCR) e 969/XIV/2.ª (PAN) ,63,RP,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-05-06,,,Título e texto substituídos a pedido do autor em 2021-01-26,,,,,,,2021,l14
880,90881,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Medidas de combate aos problemas de saúde mental tendo em conta a pandemia de Covid-19,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f474e6c5a446b775a6a63744f5759774d5330304d47557a4c5745315a544174597a426d4d474d31596a466a597a59324c6d52765933673d&fich=8ced90f7-9f01-40e3-a5e0-c0f0c5b1cc66.docx&Inline=true,,"
      ","
      ","
      ",45673,IL,Votação final global,G,Grupos Parlamentares,IL,7424,Comissão de Saúde,N,Aprovado,Texto Final apresentado pela Comissão de Saúde relativo aos Projetos de Resolução n.ºs 850/XIV/2.ª (PCP); 861/XIV/2.ª (CDS-PP); 869/XIV/2.ª (BE); 879/XIV/2.ª (NiJKM) ; 880/XIV/2.ª (IL) ; 963/XIV/2.ª (PSD); 964/XIV/2.ª (NiCR) e 969/XIV/2.ª (PAN) ,63,RP,Abstenção,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-05-06,,,,,,,,,,2021,l14
1122,90886,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Pela realização de um concurso de professores que melhor responda às necessidades de pessoal docente nas escolas,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d6a67774e6a63795a5467744e7a4a6a4e6930304f5755324c5749795a4451744d3259794d6d45784d6d5a694d6a49774c6d527659773d3d&fich=280672e8-72c6-49e6-b2d4-3f22a12fb220.doc&Inline=true,,"
      ","
      ","
      ",110538,PSD,Votação final global,G,Grupos Parlamentares,PSD,7404,"Comissão de Educação, Ciência, Juventude e Desporto",S,Aprovado,"Texto Final apresentado pela Comissão de Educação, Ciência, Juventude e Desporto relativo aos Projetos de Resolução n.ºs 1114/XIV/2.ª (BE)  e 1122/XIV/2.ª (PSD)",63,RP,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-05-06,,,,,,,,,,2021,l14
1181,90876,I,R,Projeto de Resolução,XIV,2,2020-09-15,2021-09-14,Recomenda ao Governo a revisão das carreiras profissionais da Polícia de Segurança Pública,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f574e6c5a6a59355a6d4d744e3249324f5330304d474d314c5745344f574d745a6a52695a546c694f5449335954517a4c6d52765933673d&fich=9cef69fc-7b69-40c5-a89c-f4be9b927a43.docx&Inline=true,,"
      ","
      ","
      ",110633,PCP,Votação Deliberação,G,Grupos Parlamentares,PCP,7264,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,Aprovado,,63,RP,Contra,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,2021-05-06,,,,,,,,,,2021,l14
